id,country,university
8111,US,Mississippi College
8112,US,Mississippi State University
8113,US,Mississippi University for Women
8114,US,Mississippi Valley State University
8115,US,Missouri Baptist College
8116,US,Missouri Southern State College
8117,US,Missouri Tech
8118,US,Missouri University of Science and Technology
8119,US,Missouri Valley College
8120,US,Missouri Western State College
8121,US,Molloy College
8122,US,Monmouth University
8123,US,Montana State University
8124,US,Montana State University - Billings
8125,US,Montana State University - Northern
8126,US,Montana Tech
8127,US,Montclair State University
8128,US,Monterey Institute of International Studies
8129,US,Montreat College
8130,US,Montserrat College of Art
8131,US,Moody Bible Institute
8132,US,Moore College of Art and Design
8133,US,Moorhead State University
8134,US,Moraine Valley Community College
8135,US,Moravian College
8136,US,Morehead State University
8137,US,Morehouse College
8138,US,Morehouse School of Medicine
8139,US,Morgan State University
8140,US,Morningside College
8141,US,Morris Brown College
8142,US,Morris College
8143,US,Morrison College
8144,US,Mountain State University
8145,US,Mount Aloysius College
8146,US,Mount Carmel College of Nursing
8147,US,Mount Holyoke College
8148,US,Mount Ida College
8149,US,Mount Marty College
8150,US,Mount Mary College
8151,US,Mount Mercy College
8152,US,Mount Olive College
8153,US,Mount Senario College
8154,US,Mount Sinai School of Medicine
8155,US,Mount St. Clare College
8156,US,Mount St. Mary College
8157,US,Mount St. Mary's College California
8158,US,Mount St. Mary's College Maryland
8159,US,Mount Union College
8160,US,Mount Vernon College
8161,US,Mount Vernon Nazarene College
8162,US,Muhlenberg College
8163,US,Multnomah Bible College
8164,US,Murray State University
8165,US,Muskingum College
8166,US,NAES College
8167,US,National American University
8168,US,"National American University, Albuquerque"
8169,US,"National American University, Colorado Springs"
8170,US,"National American University, Denver"
8171,US,"National American University, Kansas City"
8172,US,"National American University, Roseville"
8173,US,"National American University, Sioux Falls"
8174,US,National College of Chiropractic
8175,US,National College of Naturopathic Medicine
8176,US,National Defense University
8177,US,National Hispanic University
8178,US,National-Louis University
8179,US,National Technological University
8180,US,National Theatre Conservatory
8181,US,National University
8182,US,Naval Postgraduate School
8183,US,Nazarene Bible College
8184,US,Nazareth College
8185,US,Nebraska Christian College
8186,US,Nebraska Methodist College of Nursing and Allied Health
8187,US,Nebraska Wesleyan University
8188,US,Neumann College
8189,US,Newberry College
8190,US,New College of California
8191,US,New College of Florida
8192,US,New England College
8193,US,New England College of Optometry
8194,US,New England Conservatory of Music
8195,US,New England Institute of Technology
8196,US,New England School of Art and Design
8197,US,New England School of Communications
8198,US,New England School of Law
8199,US,New Hampshire College
8200,US,New Jersey City University
8201,US,New Jersey Institute of Technology
8202,US,Newman University
8203,US,New Mexico Highlands University
8204,US,New Mexico Institute of Mining and Technology
8205,US,New Mexico State University
8206,US,Newschool of Architecture and Design
8207,US,"New York Academy of Art, Graduate School of Figurative Art"
8208,US,New York Chiropractic College
8209,US,New York College of Podiatric Medicine
8210,US,New York Film Academy
8211,US,New York Institute of Technology
8212,US,New York Law School
8213,US,New York Medical College
8214,US,New York School of Interior Design
8215,US,New York University
8216,US,Niagara University
8217,US,Nicholls State University
8218,US,Nichols College
8219,US,Norfolk State University
8220,US,North Carolina Agricultural and Technical State University
8221,US,North Carolina Central University
8222,US,North Carolina School of the Arts
8223,US,North Carolina State University
8224,US,North Carolina Wesleyan College
8225,US,North Central Bible College
8226,US,North Central College
8227,US,Northcentral University
8228,US,North Dakota State University
8229,US,Northeastern Illinois University
8230,US,Northeastern Ohio University College of Medicine
8231,US,Northeastern State University
8232,US,Northeastern University
8233,US,Northern Arizona University
8234,US,Northern Illinois University
8235,US,Northern Kentucky University
8236,US,Northern Michigan University
8237,US,Northern State University
8238,US,Northern Virginia Community College
8239,US,Northface University
8240,US,North Georgia College
8241,US,North Greenville College
8242,US,Northland College
8243,US,North Park University
8244,US,Northwest Christian College
8245,US,Northwest College of Art
8246,US,Northwestern College Iowa
8247,US,Northwestern College of Chiropractic
8248,US,Northwestern College St. Paul
8249,US,Northwestern Oklahoma State University
8250,US,Northwestern State University of Louisiana
8251,US,Northwestern University
8252,US,Northwest Missouri State University
8253,US,Northwest Nazarene University
8254,US,Northwest University
8255,US,Northwood University
8256,US,"Northwood University, Florida Campus"
8257,US,"Northwood University, Texas Campus"
8258,US,Norwich University
8259,US,Notre Dame College
8260,US,Notre Dame College of Ohio
8261,US,Notre Dame de Namur University
8262,US,Nova Southeastern University
8263,US,Nyack College
8264,US,Oakland City University
8265,US,Oakland University
8266,US,Oakton Community College
8267,US,Oakwood College
8268,US,Oberlin College
8269,US,Occidental College
8270,US,Oglala Lakota College
8271,US,Oglethorpe University
8272,US,Ohio College of Podiatric Medicine
8273,US,Ohio Dominican College
8274,US,Ohio Northern University
8275,US,Ohio State University
8276,US,Ohio State University - Lima
8277,US,Ohio State University - Mansfield
8278,US,Ohio State University - Marion
8279,US,Ohio State University - Newark
8280,US,Ohio University
8281,US,Ohio University - Chillicothe
8282,US,Ohio University - Eastern
8283,US,Ohio University - Lancaster
8284,US,Ohio University - Southern
8285,US,Ohio University - Zanesville
8286,US,Ohio Valley College
8287,US,Ohio Wesleyan University
8288,US,Oklahoma Baptist University
8289,US,Oklahoma Christian University
8290,US,Oklahoma City University
8291,US,Oklahoma Panhandle State University
8292,US,Oklahoma State University
8293,US,Oklahoma State University Center for Health Sciences
8294,US,Oklahoma State University - Institute of Technology
8295,US,Oklahoma State University - Oklahoma City
8296,US,Oklahoma State University - Tulsa
8297,US,Old Dominion University
8298,US,Olive-Harvey College
8299,US,Olivet College
8300,US,Olivet Nazarene University
8301,US,O'More College of Design
8302,US,Oral Roberts University
8303,US,Oregon College of Arts and Crafts
8304,US,Oregon Graduate Institute of Science and Technology
8305,US,Oregon Health Sciences University
8306,US,Oregon Institute of Technology
8307,US,Oregon State University
8308,US,Otis College of Art & Design
8309,US,Ottawa University
8310,US,Otterbein College
8311,US,Ouachita Baptist University
8312,US,Our Lady of Holy Cross College
8313,US,Our Lady of the Lake University
8314,US,Ozark Christian College
8315,US,Pace University
8316,US,Pace University  Pleasantville/Briarcliff
8317,US,Pacifica Graduate Institute
8318,US,Pacific College of Oriental Medicine
8319,US,Pacific Graduate School of Psychology
8320,US,Pacific Lutheran University
8321,US,Pacific Northwest College of Art
8322,US,Pacific Oaks College
8323,US,Pacific Union College
8324,US,Pacific University
8325,US,Paier College of Art
8326,US,Paine College
8327,US,Palm Beach Atlantic University
8328,US,Palm Beach State College
8329,US,Palmer College of Chiropractic
8330,US,Palmer College of Chiropractic West
8331,US,Park College
8332,US,Parsons School of Design
8333,US,Paul Quinn College
8334,US,Peace College
8335,US,Pebble Hills University
8336,US,Pennsylvania Academy of the Fine Arts
8337,US,Pennsylvania College of Optometry
8338,US,Pennsylvania Institute of Technology
8339,US,Pennsylvania State University
8340,US,Pennsylvania State University - Abington
8341,US,Pennsylvania State University - Altoona
8342,US,Pennsylvania State University at Erie - Behrend College
8343,US,Pennsylvania State University at Harrisburg - The Capital College
8344,US,Pennsylvania State University - Berks-Lehigh Valley College
8345,US,Pennsylvania State University Delaware County
8346,US,Pennsylvania State University Great Valley
8347,US,Pennsylvania State University - Lehigh Valley
8348,US,Pennsylvania State University - Milton S.Hershey Medical Center
8349,US,Pennsylvania State University - Schuylkill
8350,US,Pepperdine University
8351,US,Peru State College
8352,US,Pfeiffer University
8353,US,Philadelphia College of Bible
8354,US,Philadelphia College of Osteopathic Medicine
8355,US,Philadelphia University
8356,US,Philander Smith College
8357,US,Phillips Graduate Institute
8358,US,Phillips University
8359,US,Piedmont Baptist College
8360,US,Piedmont College
8361,US,Pikeville College
8362,US,Pillsbury Baptist Bible College
8363,US,Pittsburg State University
8364,US,Pitzer College
8365,US,Plymouth State College
8366,US,Point Loma Nazarene College
8367,US,Point Park College
8368,US,Polytechnic University
8369,US,"Polytechnic University, Long Island Campus"
8370,US,"Polytechnic University, Westchester Graduate Center"
8371,US,Pomona College
8372,US,Portland Community College
8373,US,Portland State University
8374,US,Post University of Waterbury
8375,US,Prairie View Agricultural and Mechanical University
8376,US,Pratt Institute
8377,US,Presbyterian College
8378,US,Prescott College
8379,US,Preston University
8380,US,Princeton University
8381,US,Principia College
8382,US,Providence College
8383,US,Puget Sound Christian College
8384,US,Purdue University
8385,US,Purdue University Calumet
8386,US,Purdue University North Central
8387,US,Quantum-Veritas International University
8388,US,Queens College
8389,US,Quincy University
8390,US,Quinnipiac College
8391,US,Radford University
8392,US,Ramapo College of New Jersey
8393,US,Rand Graduate School of Policy Studies
8394,US,Randolph-Macon College
8395,US,Randolph-Macon Woman's College
8396,US,Rasmussen College
8397,US,"Rasmussen College, Florida Campuses"
8398,US,"Rasmussen College, Illinois Campuses"
8399,US,"Rasmussen College, Minnesota Campuses"
8400,US,"Rasmussen College, North Dakota Campuses"
8401,US,"Rasmussen College, Wisconsin Campuses"
8402,US,Reed College
8403,US,Reformed Bible College
8404,US,Regent International University
8405,US,Regent University
8406,US,Regis College
8407,US,Regis University
8408,US,Reinhardt College
8409,US,Rensselaer Polytechnic Institute
8410,US,Research College of Nursing - Rockhurst University
8411,US,Rhode Island College
8412,US,Rhode Island School of Design
8413,US,Rhodes College
8414,US,Rice University
8415,US,Richard Stockton College of New Jersey
8416,US,Rider University
8417,US,Ringling College of Art and Design
8418,US,Ripon College
8419,US,Rivier College
8420,US,Roanoke Bible College
8421,US,Roanoke College
8422,US,Robert Morris College
8423,US,Robert Morris College of Chicago
8424,US,Roberts Wesleyan College
8425,US,Rochester College
8426,US,Rochester Institute of Technology
8427,US,Rockford College
8428,US,Rockhurst College
8429,US,Rock Valley College
8430,US,Rocky Mountain College
8431,US,Rocky Mountain College of Art and Design
8432,US,Rogers State University
8433,US,Roger Williams University
8434,US,Rollins College
8435,US,Roosevelt University
8436,US,Rose-Hulman Institute of Technology
8437,US,Rosemont College
8438,US,"Ross University, School of Medicine"
8439,US,Rowan University
8440,US,Rush University
8441,US,Russel Sage College
8442,US,Rust College
8443,US,"Rutgers, The State University of New Jersey"
8444,US,"Rutgers, The State University of New Jersey - Camden"
8445,US,"Rutgers, The State University of New Jersey - Newark"
8446,US,Sacred Heart University
8447,US,Sage Graduate School
8448,US,Saginaw Valley State University
8449,US,Salem College
8450,US,Salem International University
8451,US,Salem State College
8452,US,Salem Teikyo University
8453,US,Salisbury State University
8454,US,Salve Regina University
8455,US,Samford University
8456,US,Sam Houston State University
8457,US,Samuel Merritt College
8458,US,San Diego State University
8459,US,San Diego University for Integrative Studies
8460,US,Sanford-Brown Institute
8461,US,San Francisco Art Institute
8462,US,San Francisco Conservatory of Music
8463,US,San Francisco State University
8464,US,San Joaquin College of Law
8465,US,San Jose Christian College
8466,US,San Jose State University
8467,US,Santa Clara University
8468,US,Sarah Lawrence College
8469,US,Savannah College of Art and Design
8470,US,Savannah State University
8471,US,Saybrook Institute
8472,US,Schiller International University
8473,US,Scholl College of Podiatric Medicine
8474,US,School for International Training
8475,US,School of the Museum of Fine Arts
8476,US,School of the Visual Arts
8477,US,Schreiner College
8478,US,Scripps College
8479,US,Seattle Pacific University
8480,US,Seattle University
8481,US,Seton Hall University
8482,US,Seton Hill College
8483,US,Shawnee Community College
8484,US,Shawnee State University
8485,US,Shaw University
8486,US,Sheldon Jackson College
8487,US,Shenandoah University
8488,US,Shepherd College
8489,US,Sherman College of Straight Chiropractic
8490,US,Shimer College
8491,US,Shippensburg University of Pennsylvania
8492,US,Shoreline Community College
8493,US,Shorter College
8494,US,Siena College
8495,US,Siena Heights University
8496,US,Sierra Nevada College
8497,US,Silver Lake College
8498,US,Simmons College
8499,US,Simon's Rock College
8500,US,Simpson College
8501,US,Simpson College Iowa
8502,US,Sinte Gleska University
8503,US,Skadron College
8504,US,Skidmore College
8505,US,Slippery Rock University
8506,US,Smith College
8507,US,Sojourner-Douglass College
8508,US,Soka University of America
8509,US,Sonoma State University
8510,US,South Carolina State University
8511,US,South Dakota School of Mines and Technology
8512,US,South Dakota State University
8513,US,Southeastern Baptist College
8514,US,Southeastern Bible College
8515,US,Southeastern College of the Assemblies of God
8516,US,Southeastern Louisiana University
8517,US,Southeastern Oklahoma State University
8518,US,Southeastern University
8519,US,Southeast Missouri State University
8520,US,Southern Adventist University
8521,US,Southern Arkansas University
8522,US,Southern California College
8523,US,Southern California College of Optometry
8524,US,Southern California Institute of Architecture
8525,US,Southern College of Optometry
8526,US,Southern Connecticut State University
8527,US,Southern Illinois University at Carbondale
8528,US,Southern Illinois University at Edwardsville
8529,US,Southern Methodist University
8530,US,Southern Nazarene University
8531,US,Southern New Hampshire University
8532,US,Southern Oregon University
8533,US,Southern Polytechnic State Univerisity
8534,US,Southern University - Baton Rouge
8535,US,Southern University - New Orleans
8536,US,Southern University - Shreveport
8537,US,Southern Utah University
8538,US,Southern Vermont College
8539,US,Southern Wesleyan University
8540,US,South Florida Bible College & Theological Seminary
8541,US,South Texas College of Law
8542,US,Southwest Baptist University
8543,US,Southwestern Adventist University
8544,US,Southwestern Assemblies of God University
8545,US,Southwestern Baptist Theological Seminary
8546,US,Southwestern Christian College
8547,US,Southwestern Christian University
8548,US,Southwestern College Kansas
8549,US,Southwestern College Santa Fe
8550,US,Southwestern Oklahoma State University
8551,US,Southwestern University
8552,US,Southwestern University School of Law
8553,US,Southwest Missouri State University
8554,US,Southwest Missouri State University - West Plains
8555,US,Southwest State University
8556,US,Southwest Texas State University
8557,US,Southwest University
8558,US,Spalding University
8559,US,Spelman College
8560,US,Spertus Institute of Jewish Studies
8561,US,Spring Arbor College
8562,US,Springfield College
8563,US,Spring Hill College
8564,US,St. Ambrose University
8565,US,Standford Online University
8566,US,Standford University
8567,US,St. Andrews Presbyterian College
8568,US,Stanford University
8569,US,St. Anselm College
8570,US,St. Anthony College of Nursing
8571,US,State University of New York at Albany
8572,US,State University of New York at Binghamton
8573,US,State University of New York at Buffalo
8574,US,State University of New York at New Paltz
8575,US,State University of New York at Oswego
8576,US,State University of New York at Stony Brook
8577,US,State University of New York College at Brockport
8578,US,State University of New York College at Cortland
8579,US,State University of New York College at Fredonia
8580,US,State University of New York College at Geneseo
8581,US,State University of New York College at Old Westbury
8582,US,State University of New York College at Oneonta
8583,US,State University of New York College at Plattsburgh
8584,US,State University of New York College at Potsdam
8585,US,State University of New York College at Purchase
8586,US,State University of New York College of Agriculture and Technology at Cobleskill
8587,US,State University of New York College of Environmental Science and Forestry
8588,US,State University of New York College of Optometry
8589,US,State University of New York College of Technology at Alfred
8590,US,State University of New York College of Technology at Farmingdale
8591,US,State University of New York Downstate Medical Center
8592,US,State University of New York Empire State College
8593,US,State University of New York Health Sience Centre Syracuse
8594,US,State University of New York Institute of Technology at Utica/Rome
8595,US,State University of New York Maritime College
8596,US,State University of New York School of Engineering and Applied Sciences
8597,US,State University of New York (SUNY)
8598,US,State University of New York Upstate Medical University
8599,US,State University of West Georgia
8600,US,St. Augustine's College North Carolina
8601,US,St. Bernard's Institute
8602,US,St. Bonaventure University
8603,US,St. Cloud State University
8604,US,St. Edwards University
8605,US,Stefan University
8606,US,Stephen F. Austin State University
8607,US,Stephens College
8608,US,Sterling College
8609,US,Stetson University
8610,US,Stevens Institute of Technology
8611,US,"St. Francis College, Brooklyn Heights"
8612,US,"St. Francis College, Fort Wayne"
8613,US,"St. Francis College, Loretto"
8614,US,St. Francis Medical Center College of Nursing
8615,US,St. George's University
8616,US,Stillman College
8617,US,St. John Fisher College
8618,US,St. John's College Maryland
8619,US,St. John's College New Mexico
8620,US,St. John's Seminary
8621,US,St. John's University
8622,US,St. Joseph College
8623,US,St. Joseph College of Nursing
8624,US,St. Joseph's College
8625,US,St. Joseph's College New York
8626,US,"St. Joseph's College New York, Suffolk Campus"
8627,US,St. Joseph's College of Maine
8628,US,St. Joseph's University
8629,US,St. Lawrence University
8630,US,St. Leo College
8631,US,St. Louis Christian College
8632,US,St. Louis College of Pharmacy
8633,US,St. Louis University
8634,US,St. Luke's College
8635,US,St. Martin's College
8636,US,St. Mary College
8637,US,St. Mary-of-the-Woods College
8638,US,St. Mary's College Indiana
8639,US,St. Mary's College of California
8640,US,St. Mary's College of Maryland
8641,US,St. Mary's University of Minnesota
8642,US,St. Mary's University of San Antonio
8643,US,St. Meinrad College
8644,US,St. Michael's College
8645,US,St. Norbert College
8646,US,St. Olaf College
8647,US,Stonehill College
8648,US,St. Paul's College
8649,US,St. Petersburg College
8650,US,St. Peter's College
8651,US,Strayer University
8652,US,St. Thomas Aquinas College
8653,US,St. Thomas University
8654,US,St. Vincent College
8655,US,St. Xavier University
8656,US,Suffolk University
8657,US,Sullivan College
8658,US,Sul Ross State University
8659,US,Susquehanna University
8660,US,Swarthmore College
8661,US,Sweet Briar College
8662,US,Syracuse University
8663,US,Tabor College
8664,US,Talladega College
8665,US,Tarleton State University
8666,US,Taylor University
8667,US,"Taylor University, Fort Wayne Campus"
8668,US,"Teachers College, Columbia University"
8669,US,Temple University
8670,US,Temple University School of Podiatric Medicine
8671,US,Tennessee State University
8672,US,Tennessee Technological University
8673,US,Tennessee Temple University
8674,US,Tennessee Wesleyan College
8675,US,Texas A&M International University
8676,US,Texas A&M University
8677,US,Texas A&M University - Commerce
8678,US,Texas A&M University - Corpus Christi
8679,US,Texas A&M University - Galveston
8680,US,Texas A&M University - Kingsville
8681,US,Texas A&M University - Texarkana
8682,US,Texas Chiropractic College
8683,US,Texas Christian University
8684,US,Texas College
8685,US,Texas College of Osteopathic Medicine
8686,US,Texas Lutheran University
8687,US,Texas Southern University
8688,US,Texas Tech University
8689,US,Texas Tech University Health Science Center
8690,US,Texas Wesleyan University
8691,US,Texas Woman's University
8692,US,The American College
8693,US,The Art Institute of Boston
8694,US,The Art Institutes International Portland
8695,US,The Art Institutes International San Francisco
8696,US,The Boston Conservatory
8697,US,The Catholic University of America
8698,US,The Chicago School of Professional Psychology
8699,US,The College of Insurance
8700,US,The College of New Jersey
8701,US,The College of Santa Fe
8702,US,The College of St. Scholastica
8703,US,The College of Westchester
8704,US,The College of Wooster
8705,US,The Cooper Union for the Advancement of Science and Art
8706,US,The Corcoran College of Art
8707,US,The Curtis Institute of Music
8708,US,The Defiance College
8709,US,The Dickinson School of Law
8710,US,The Illinois Institute of Art-Chicago
8711,US,The Johns Hopkins University
8712,US,The Juilliard School
8713,US,The Leadership Institute of Seattle
8714,US,"The Maryland Institute, College of Art"
8715,US,The Master's College
8716,US,The McGregor School of Antioch University
8717,US,The Naropa Institute
8718,US,The New School
8719,US,The Rockefeller University
8720,US,The School of the Art Institute of Chicago
8721,US,The Scripps Research Institute
8722,US,The Southern Christian University
8723,US,The Tulane University of New Orleans
8724,US,The Union Institute
8725,US,Thiel College
8726,US,Thomas A. Edison State College
8727,US,Thomas Aquinas College
8728,US,Thomas College Maine
8729,US,Thomas Jefferson University
8730,US,Thomas More College
8731,US,Thomas More College of Liberal Arts
8732,US,Thomas University
8733,US,Thunderbird School of Global Management
8734,US,Tiffin University
8735,US,Toccoa Falls College
8736,US,Tomball College
8737,US,Tougaloo College
8738,US,Touro College
8739,US,Touro University
8740,US,Towson University
8741,US,Transylvania University
8742,US,Trevecca Nazarene University
8743,US,Tri-College University
8744,US,Trident University
8745,US,Trinity Bible College
8746,US,Trinity Christian College
8747,US,Trinity College Connecticut
8748,US,Trinity College of Florida
8749,US,Trinity College of Vermont
8750,US,Trinity International University
8751,US,"Trinity International University (Excel), Miami"
8752,US,Trinity University
8753,US,Trinity University
8754,US,Tri-State University
8755,US,Triton College
8756,US,Troy University
8757,US,"Troy University, Dothan"
8758,US,"Troy University, Montgomery"
8759,US,"Troy University, Phenix City"
8760,US,"Troy University, Troy"
8761,US,Truman College
8762,US,Truman State University
8763,US,Tufts University
8764,US,Tui Online University
8765,US,Tusculum College
8766,US,Tuskegee University
8767,US,Uniformed Services Universty of the Health Sciences
8768,US,Union College
8769,US,Union College Kentucky
8770,US,Union College Nebraska
8771,US,Union Theological Seminary (UTS)
8772,US,Union University
8773,US,United States Air Force Academy
8774,US,United States Coast Guard Academy
8775,US,United States International University
8776,US,United States Merchant Marine Academy
8777,US,United States Military Academy
8778,US,United States Naval Academy
8779,US,United States Sports Academy
8780,US,Unity College
8781,US,University of Advancing Technology (UAT)
8782,US,University of Akron
8783,US,University of Alabama - Birmingham
8784,US,University of Alabama - Huntsville
8785,US,University of Alabama - Tuscaloosa
8786,US,University of Alanta
8787,US,University of Alaska - Anchorage
8788,US,University of Alaska - Fairbanks
8789,US,University of Alaska - Southeast
8790,US,University of Alaska (System)
8791,US,University of Arizona
8792,US,University of Arkansas at Fayetteville
8793,US,University of Arkansas at Little Rock
8794,US,University of Arkansas at Monticello
8795,US,University of Arkansas at Pine Bluff
8796,US,University of Arkansas for Medical Sciences
8797,US,University of Arkansas (System)
8798,US,University of Baltimore
8799,US,University of Bridgeport
8800,US,"University of California, Berkeley"
8801,US,"University of California, Davis"
8802,US,"University of California, Hastings College of Law"
8803,US,"University of California, Irvine"
8804,US,"University of California, Los Angeles"
8805,US,"University of California, Merced"
8806,US,"University of California, Oakland"
8807,US,"University of California, Riverside"
8808,US,"University of California, San Diego"
8809,US,"University of California, San Francisco"
8810,US,"University of California, Santa Barbara"
8811,US,"University of California, Santa Cruz"
8812,US,University of California System
8813,US,University of Central Arkansas
8814,US,University of Central Florida
8815,US,University of Central Missouri
8816,US,University of Central Oklahoma
8817,US,University of Central Texas
8818,US,University of Charleston
8819,US,University of Charleston South Carolina
8820,US,University of Chicago
8821,US,University of Cincinnati
8822,US,University of Colorado at Boulder
8823,US,University of Colorado at Colorado Springs
8824,US,University of Colorado at Denver
8825,US,University of Colorado Health Sciences Center
8826,US,University of Connecticut
8827,US,University of Connecticut at Avery Point
8828,US,University of Connecticut at Hartford
8829,US,University of Connecticut at Stamford
8830,US,University of Connecticut at Waterbury
8831,US,University of Connecticut Health Center
8832,US,University of Dallas
8833,US,University of Dayton
8834,US,University of Delaware
8835,US,University of Denver
8836,US,University of Detroit Mercy
8837,US,University of Dubuque
8838,US,University of Evansville
8839,US,University of Findlay
8840,US,University of Florida
8841,US,University of Georgia
8842,US,University of Great Falls
8843,US,University of Hartford
8844,US,University of Hawaii - Hilo
8845,US,University of Hawaii - Manoa
8846,US,University Of Hawaii - System
8847,US,University of Hawaii - West Oahu
8848,US,University of Health Sciences
8849,US,University of Houston
8850,US,"University of Houston, Clear Lake"
8851,US,"University of Houston, Downtown"
8852,US,"University of Houston, Victoria"
8853,US,University of Idaho
8854,US,University of Illinois
8855,US,University of Illinois at Chicago
8856,US,University of Illinois at Springfield
8857,US,University of Illinois at Urbana-Champaign
8858,US,University of Indianapolis
8859,US,University of Iowa
8860,US,University of Kansas
8861,US,University of Kentucky
8862,US,University of La Verne
8863,US,University of Louisiana at Lafayette
8864,US,University of Louisiana at Monroe
8865,US,University of Louisville
8866,US,"University of Maine, Augusta"
8867,US,"University of Maine, Farmington"
8868,US,"University of Maine, Fort Kent"
8869,US,"University of Maine, Machias"
8870,US,"University of Maine, Orono"
8871,US,"University of Maine, Presque Isle"
8872,US,University of Maine (System)
8873,US,University of Management & Technology
8874,US,University of Mary
8875,US,University of Mary Hardin-Baylor
8876,US,University of Maryland at Baltimore
8877,US,University of Maryland at College Park
8878,US,University of Maryland Baltimore County
8879,US,University of Maryland Eastern Shore
8880,US,University of Maryland Medicine
8881,US,University of Maryland (System)
8882,US,University of Maryland University College
8883,US,University of Massachusetts at Amherst
8884,US,University of Massachusetts at Boston
8885,US,University of Massachusetts at Dartmouth
8886,US,University of Massachusetts at Lowell
8887,US,University of Massachusetts Medical Center at Worcester
8888,US,University of Massachusetts (System)
8889,US,University of Medicine and Dentistry of New Jersey
8890,US,University of Memphis
8891,US,University of Miami
8892,US,University of Michigan - Ann Arbor
8893,US,University of Michigan - Dearborn
8894,US,University of Michigan - Flint
8895,US,University of Minnesota - Crookston
8896,US,University of Minnesota - Duluth
8897,US,University of Minnesota - Morris
8898,US,University of Minnesota - Twin Cities Campus
8899,US,University of Mississippi
8900,US,University of Mississippi Medical Center
8901,US,University of Missouri - Columbia
8902,US,University of Missouri - Kansas City
8903,US,University of Missouri - Saint Louis
8904,US,University of Mobile
8905,US,University of Montana
8906,US,University of Montana Western
8907,US,University of Montevallo
8908,US,University of Nebraska - Kearney
8909,US,University of Nebraska - Lincoln
8910,US,University of Nebraska Medical Center
8911,US,University of Nebraska - Omaha
8912,US,University of Nebraska (System)
8913,US,University of Nevada - Las Vegas
8914,US,University of Nevada - Reno
8915,US,University of New England
8916,US,"University of New England, Westbrook College Campus"
8917,US,University of New Hampshire
8918,US,University of New Hampshire - Manchester
8919,US,University of New Haven
8920,US,University of New Mexico
8921,US,University of New Orleans
8922,US,University of North Alabama
8923,US,University of North America
8924,US,University of North Carolina at Asheville
8925,US,University of North Carolina at Chapel Hill
8926,US,University of North Carolina at Charlotte
8927,US,University of North Carolina at Greensboro
8928,US,University of North Carolina at Pembroke
8929,US,University of North Carolina at Wilmington
8930,US,University of North Dakota
8931,US,University of Northern Colorado
8932,US,University of Northern Iowa
8933,US,University of Northern Virginia
8934,US,University of Northern Washington
8935,US,University of North Florida
8936,US,University of North Texas
8937,US,University of North Texas Health Science Center at Fort Worth
8938,US,University of NorthWest
8939,US,University of Notre Dame
8940,US,University of Oklahoma
8941,US,University of Oklahoma Health Sciences Center
8942,US,University of Oregon
8943,US,University of Osteopathic Medicine and Health Science
8944,US,University of Pennsylvania
8945,US,University of Phoenix
8946,US,University of Pittsburgh
8947,US,University of Pittsburgh at Bradford
8948,US,University of Pittsburgh at Greensburg
8949,US,University of Pittsburgh at Johnstown
8950,US,University of Portland
8951,US,University of Puget Sound
8952,US,University of Redlands
8953,US,University of Rhode Island
8954,US,University of Richmond
8955,US,University of Rio Grande
8956,US,University of Rochester
8957,US,University of San Diego
8958,US,University of San Francisco
8959,US,University of Science and Arts of Oklahoma
8960,US,University of Scranton
8961,US,University of Sioux Falls
8962,US,University of South Alabama
8963,US,University of South Carolina
8964,US,University of South Carolina - Aiken
8965,US,University of South Carolina - Beaufort
8966,US,University of South Carolina - Lancaster
8967,US,University of South Carolina - Salkehatchie
8968,US,University of South Carolina - Spartanburg
8969,US,University of South Carolina - Sumter
8970,US,University of South Carolina - Union
8971,US,University of South Dakota
8972,US,University of Southern California
8973,US,University of Southern Indiana
8974,US,University of Southern Maine
8975,US,University of Southern Mississippi
8976,US,University of South Florida
8977,US,University of St. Francis
8978,US,"University of St. Thomas, Houston"
8979,US,"University of St. Thomas, St. Paul"
8980,US,University of Tampa
8981,US,University of Tennessee - Chattanooga
8982,US,University of Tennessee - Knoxville
8983,US,University of Tennessee - Martin
8984,US,University of Tennessee - Memphis
8985,US,University of Tennessee Space Institute
8986,US,University of Texas
8987,US,University of Texas at Arlington
8988,US,University of Texas at Austin
8989,US,University of Texas at Brownsville
8990,US,University of Texas at Dallas
8991,US,University of Texas at El Paso
8992,US,University of Texas at San Antonio
8993,US,University of Texas at Tyler
8994,US,University of Texas Health Center at Houston
8995,US,University of Texas Health Center at Tyler
8996,US,University of Texas Health Science Center at San Antonio
8997,US,University of Texas M.D. Anderson Cancer Center
8998,US,University of Texas Medical Branch Galveston
8999,US,University of Texas of the Permian Basin
9000,US,University of Texas Pan American
9001,US,University of Texas Southwestern Medical Center at Dallas
9002,US,University of the Arts
9003,US,University of the District of Columbia
9004,US,University of the Incarnate World
9005,US,University of the Ozarks
9006,US,University of the Pacific
9007,US,University of the Sciences in Philadelphia
9008,US,University of the South
9009,US,University of the Southwest
9010,US,University of Toledo
9011,US,University of Tulsa
9012,US,University of Utah
9013,US,University of Vermont
9014,US,University of Virginia
9015,US,"University of Virginia, College at Wise"
9016,US,University of Washington
9017,US,"University of Washington, Tacoma"
9018,US,University of West Alabama
9019,US,University of West Florida
9020,US,University of West Los Angeles
9021,US,University of Wisconsin - Eau Claire
